municipality,district
Zádub-Závišín,['Mariánské Lázně']
Zádveřice-Raková,['Vizovice']
Záhornice,['Poděbrady']
Záhorovice,['Uherský Brod']
Záhorský,['Praha']
Záhoří,"['Jindřichův Hradec', 'Písek', 'Tábor', 'Semily']"
Zájezd,['Kladno']
Zájezdec,['Chrudim']
Zákolany,['Kladno']
Zákupy,['Česká Lípa']
Zálesná Zhoř,['Rosice']
Zálesí,['Znojmo']
Zálezlice,['Neratovice']
Zálezly,['Vimperk']
Zálužice,['Žatec']
Záluží,"['Hořovice', 'Roudnice nad Labem']"
Zálší,"['Soběslav', 'Vysoké Mýto']"
Zámky-Podhoří,['Praha']
Zámostí-Blata,['Jičín']
Zámrsk,['Vysoké Mýto']
Zámrsky,['Hranice']
Záměl,['Rychnov nad Kněžnou']
Zápy,['Brandýs n. Lab.-St.Boleslav']
Zárubice,['Třebíč']
Záryby,['Brandýs n. Lab.-St.Boleslav']
Zásada,['Železný Brod']
Zásmuky,['Kolín']
Zástřizly,['Kroměříž']
Zátor,['Krnov']
Závada,['Hlučín']
Závist,"['Praha', 'Blansko']"
Závišice,['Kopřivnice']
Závraty,['České Budějovice']
Zářecká Lhota,['Vysoké Mýto']
Záříčí,['Kroměříž']
Úbislavice,['Nová Paka']
Úboč,['Domažlice']
Údlice,['Chomutov']
Údrnice,['Jičín']
Úherce,"['Nýřany', 'Louny']"
Úherčice,['Chrudim']
Úhlejov,['Hořice']
Úholičky,['Černošice']
Úhonice,['Černošice']
Úhořilka,['Havlíčkův Brod']
Úhřetice,['Chrudim']
Úhřetická Lhota,['Pardubice']
Újezd,"['Hořovice', 'Valašské Klobouky', 'Domažlice', 'Znojmo', 'Uničov', 'Žďár nad Sázavou', 'Praha']"
Újezd nad Lesy,['Praha']
Újezd nade Mží,['Nýřany']
Újezd pod Troskami,['Jičín']
Újezd u Boskovic,['Boskovice']
Újezd u Brna,['Šlapanice']
Újezd u Chocně,['Vysoké Mýto']
Újezd u Plánice,['Klatovy']
Újezd u Průhonic,['Praha']
Újezd u Přelouče,['Přelouč']
Újezd u Rosic,['Rosice']
Újezd u Sezemic,['Pardubice']
Újezd u Svatého Kříže,['Rokycany']
Újezd u Tišnova,['Tišnov']
Újezd u Černé Hory,['Blansko']
Újezdec,"['Kralupy nad Vltavou', 'Litomyšl', 'Jindřichův Hradec', 'Uherské Hradiště', 'Prachatice']"
Újezdeček,['Teplice']
Úlehle,['Strakonice']
Úlibice,['Jičín']
Úlice,['Nýřany']
Úmonín,['Kutná Hora']
Úmyslovice,['Poděbrady']
Únanov,['Znojmo']
Únehle,['Stříbro']
Únice,['Strakonice']
Únějovice,['Domažlice']
Únětice,"['Černošice', 'Blovice']"
Úněšov,['Nýřany']
Úpice,['Trutnov']
Úpohlavy,['Lovosice']
Úsilné,['České Budějovice']
Úsilov,['Domažlice']
Úsobrno,['Boskovice']
Úsobí,['Havlíčkův Brod']
Úsov,['Mohelnice']
Ústrašice,['Tábor']
Ústrašín,['Pelhřimov']
Ústup,['Boskovice']
Ústí,"['Vsetín', 'Hranice', 'Jihlava']"
Ústí Nad Labem,['Ústí nad Labem']
Ústí nad Orlicí,['Ústí nad Orlicí']
Ústín,['Olomouc']
Ústřední vojenská nemocnice,['Praha']
Úsuší,['Tišnov']
Úterý,['Nýřany']
Útušice,['Přeštice']
Útvina,['Karlovy Vary']
Útěchov,['Moravská Třebová']
Útěchovice,['Pelhřimov']
Útěchovice pod Stražištěm,['Pacov']
Útěchovičky,['Pelhřimov']
Úvalno,['Krnov']
Úvaly,['Brandýs n. Lab.-St.Boleslav']
Úřednická kolonie,['Praha']
Úštěk,['Litoměřice']
Úžice,"['Kutná Hora', 'Kralupy nad Vltavou']"
Čachotín,['Chotěboř']
Čachovice,['Mladá Boleslav']
Čachrov,['Klatovy']
Čakov,"['Benešov', 'České Budějovice']"
Čakovice,['Praha']
Čakovice-průmyslový obvod,['Praha']
Čakovice-střed,['Praha']
Čakovický park,['Praha']
Čakovičky,['Neratovice']
Čaková,['Krnov']
Čankovice,['Chrudim']
Častohostice,['Moravské Budějovice']
Častolovice,['Kostelec nad Orlicí']
Častrov,['Pelhřimov']
Časy,['Pardubice']
Čavisov,['Ostrava']
Čebín,['Kuřim']
Čechova čtvrť-Baba I,['Praha']
Čechova čtvrť-K Vystrkovu,['Praha']
Čechočovice,['Třebíč']
Čechtice,['Vlašim']
Čechtín,['Třebíč']
Čechy,['Přerov']
Čechy pod Kosířem,['Prostějov']
Čehovice,['Prostějov']
Čejetice,['Strakonice']
Čejkovice,"['Hodonín', 'Znojmo', 'České Budějovice', 'Čáslav']"
Čejov,['Humpolec']
Čejč,['Hodonín']
Čeladná,['Frýdlant nad Ostravicí']
Čelechovice,['Přerov']
Čelechovice na Hané,['Prostějov']
Čelistná,['Pelhřimov']
Čeložnice,['Kyjov']
Čelákovice,['Brandýs n. Lab.-St.Boleslav']
Čelčice,['Prostějov']
Čeminy,['Nýřany']
Čenkov,['Příbram']
Čenkov u Bechyně,['Týn nad Vltavou']
Čenkovice,['Lanškroun']
Čeperka,['Pardubice']
Čepí,['Pardubice']
Čepřovice,['Strakonice']
Čeradice,['Žatec']
Čermná,"['Horšovský Týn', 'Vrchlabí']"
Čermná nad Orlicí,['Kostelec nad Orlicí']
Čermná ve Slezsku,['Vítkov']
Čermákovice,['Moravský Krumlov']
Černava,['Karlovy Vary']
Černilov,['Hradec Králové']
Černiv,['Lovosice']
Černolice,['Černošice']
Černotín,['Hranice']
Černousy,['Frýdlant']
Černouček,['Roudnice nad Labem']
Černov,['Pelhřimov']
Černovice,"['Boskovice', 'Pelhřimov', 'Chomutov', 'Stod']"
Černošice,['Černošice']
Černošín,['Stříbro']
Černožice,['Hradec Králové']
Černuc,['Slaný']
Černvír,['Tišnov']
Černá,['Velké Meziříčí']
Černá Hora,['Blansko']
Černá Voda,['Jeseník']
Černá u Bohdanče,['Pardubice']
Černá v Pošumaví,['Český Krumlov']
Černé Voděrady,['Říčany']
Černíkov,['Klatovy']
Černíkovice,"['Kralovice', 'Rychnov nad Kněžnou']"
Černíky,['Český Brod']
Černín,['Znojmo']
Černíny,['Kutná Hora']
Černíč,['Telč']
Černý Důl,['Vrchlabí']
Černý Most,['Praha']
Černý Most I,['Praha']
Černý Most II,['Praha']
Černý Most II-střed,['Praha']
Černýšovice,['Tábor']
Černčice,"['Nové Město nad Metují', 'Louny']"
Černěves,['Roudnice nad Labem']
Červenka,['Litovel']
Červená Hora,['Náchod']
Červená Lhota,['Třebíč']
Červená Třemešná,['Hořice']
Červená Voda,['Králíky']
Červená Řečice,['Pelhřimov']
Červené Janovice,['Kutná Hora']
Červené Pečky,['Kolín']
Červené Poříčí,['Klatovy']
Červený Hrádek,['Dačice']
Červený Kostelec,['Náchod']
Červený vrch,['Praha']
Červený Újezd,"['Černošice', 'Votice']"
Čerčany,['Benešov']
Čerňovice,['Nýřany']
Česká,['Kuřim']
Česká Bělá,['Havlíčkův Brod']
Česká Bříza,['Nýřany']
Česká Kamenice,['Děčín']
Česká Kubice,['Domažlice']
Česká Lípa,['Česká Lípa']
Česká Metuje,['Náchod']
Česká Rybná,['Žamberk']
Česká Skalice,['Náchod']
Česká Třebová,['Česká Třebová']
Česká Ves,['Jeseník']
Česká Čermná,['Náchod']
České Budějovice,['České Budějovice']
České Heřmanice,['Vysoké Mýto']
České Lhotice,['Chrudim']
České Libchavy,['Ústí nad Orlicí']
České Meziříčí,['Dobruška']
České Petrovice,['Žamberk']
České Velenice,['Třeboň']
Český Brod,['Český Brod']
Český Dub,['Liberec']
Český Jiřetín,['Litvínov']
Český Krumlov,['Český Krumlov']
Český Rudolec,['Dačice']
Český Těšín,['Český Těšín']
Český Šternberk,['Benešov']
Čestice,"['Strakonice', 'Kostelec nad Orlicí']"
Čestlice,['Říčany']
Čestín,['Kutná Hora']
Čečelice,['Mělník']
Čečelovice,['Blatná']
Čečkovice,['Chotěboř']
Čečovice,['Stod']
Češov,['Jičín']
Čichalov,['Karlovy Vary']
Čihadla,['Praha']
Čikov,['Náměšť nad Oslavou']
Čilec,['Nymburk']
Čilá,['Rokycany']
Čimelice,['Písek']
Čimice,['Praha']
Čimice-Dopraváků,['Praha']
Čimice-střed,['Praha']
Čimický háj,['Praha']
Činěves,['Poděbrady']
Čisovice,['Černošice']
Čistá,"['Mladá Boleslav', 'Litomyšl', 'Rakovník']"
Čistá u Horek,['Jilemnice']
Čistěves,['Hradec Králové']
Čižice,['Přeštice']
Čkyně,['Vimperk']
Člunek,['Jindřichův Hradec']
Čmelíny,['Nepomuk']
Čtveřín,['Turnov']
Čtyřkoly,['Benešov']
Čučice,['Ivančice']
Čámovka,['Praha']
Čáslav,['Čáslav']
Čáslavice,['Třebíč']
Čáslavsko,['Pacov']
Částkov,"['Uherské Hradiště', 'Tachov']"
Číchov,['Třebíč']
Číhalín,['Třebíč']
Číhaň,['Klatovy']
Číhošť,['Světlá nad Sázavou']
Čím,['Dobříš']
Čímice,['Sušice']
Číměř,"['Jindřichův Hradec', 'Třebíč']"
Číčenice,['Vodňany']
Číčovice,['Černošice']
Čížkov,"['Nepomuk', 'Pelhřimov']"
Čížkovice,['Lovosice']
Čížkrajice,['Trhové Sviny']
Čížov,['Jihlava']
Čížová,['Písek']
Ďáblice,['Praha']
Ďáblice-cihelna,['Praha']
Ďáblice-pod hájem,['Praha']
Ďáblice-statek,['Praha']
Ďáblice-u hvězdárny,['Praha']
Ďáblice-u hřbitova,['Praha']
Ďáblický hřbitov,['Praha']
Řehenice,['Benešov']
Řehlovice,['Ústí nad Labem']
Řeka,['Třinec']
Řemíčov,['Tábor']
Řendějov,['Kutná Hora']
Řenče,['Přeštice']
Řepeč,['Tábor']
Řepice,['Strakonice']
Řepiště,['Frýdek-Místek']
Řepníky,['Vysoké Mýto']
Řepora-Jižní výhledy,['Praha']
Řeporyje,['Praha']
Řepov,['Mladá Boleslav']
Řepy,['Praha']
Řepín,['Mělník']
Řestoky,['Chrudim']
Řetová,['Ústí nad Orlicí']
Řetůvka,['Ústí nad Orlicí']
Řevnice,['Černošice']
Řevničov,['Rakovník']
Řečany nad Labem,['Přelouč']
Řečice,"['Nové Město na Moravě', 'Humpolec']"
Řeřichy,['Rakovník']
Řikonín,['Tišnov']
Řimovice,['Vlašim']
Řipská,['Praha']
Řisuty,['Slaný']
Řitka,['Černošice']
Řitonice,['Mladá Boleslav']
Řásná,['Telč']
Řícmanice,['Šlapanice']
Řídelov,['Telč']
Řídeč,['Šternberk']
Řídký,['Litomyšl']
Říkov,['Náchod']
Říkovice,['Přerov']
Římov,"['České Budějovice', 'Třebíč']"
Řípec,['Soběslav']
Říčany,"['Říčany', 'Rosice']"
Říčky,['Rosice']
Říčky v Orlických horách,['Rychnov nad Kněžnou']
Šabina,['Sokolov']
Šafov,['Znojmo']
Šafránka,['Praha']
Šakvice,['Hustopeče']
Šance,['Praha']
Šanov,"['Znojmo', 'Luhačovice', 'Rakovník']"
Šaplava,['Nový Bydžov']
Šaratice,['Slavkov u Brna']
Šardice,['Kyjov']
Šarovy,['Zlín']
Šatov,['Znojmo']
Šeberov,['Praha']
Šebestěnice,['Čáslav']
Šebetov,['Boskovice']
Šebkovice,['Třebíč']
Šebrov-Kateřina,['Blansko']
Šebířov,['Tábor']
Šedivec,['Žamberk']
Šelešovice,['Kroměříž']
Šemnice,['Karlovy Vary']
Šenov,['Ostrava']
Šenov u Nového Jičína,['Nový Jičín']
Šerkovice,['Tišnov']
Šestajovice,"['Brandýs n. Lab.-St.Boleslav', 'Jaroměř']"
Šetějovice,['Vlašim']
Ševětín,['České Budějovice']
Šilheřovice,['Hlučín']
Šimanov,['Jihlava']
Šimonovice,['Liberec']
Šindelová,['Kraslice']
Široká Niva,['Bruntál']
Široký Důl,['Polička']
Šitbořice,['Hustopeče']
Šišma,['Přerov']
Škrdlovice,['Žďár nad Sázavou']
Škroupovo náměstí,['Praha']
Škvorec,['Brandýs n. Lab.-St.Boleslav']
Škvořetice,['Blatná']
Šlapanice,"['Slaný', 'Šlapanice']"
Šlapanov,['Havlíčkův Brod']
Šluknov,['Rumburk']
Šléglov,['Šumperk']
Šonov,['Broumov']
Šošůvka,['Blansko']
Špindlerův Mlýn,['Vrchlabí']
Špičky,['Hranice']
Štarnov,['Šternberk']
Šternberk,['Šternberk']
Štichov,['Stod']
Štichovice,['Kralovice']
Štipoklasy,['Kutná Hora']
Štoky,['Havlíčkův Brod']
Štramberk,['Kopřivnice']
Študlov,"['Valašské Klobouky', 'Svitavy']"
Štvanice,['Praha']
Štáblovice,['Opava']
Štíhlice,['Říčany']
Štít,['Praha']
Štítary,['Znojmo']
Štítina,['Opava']
Štítná nad Vláří-Popov,['Valašské Klobouky']
Štítov,['Rokycany']
Štíty,['Zábřeh']
Štěchov,['Boskovice']
Štěchovice,"['Černošice', 'Strakonice']"
Štědrá,['Karlovy Vary']
Štěkeň,['Strakonice']
Štěměchy,['Třebíč']
Štěnovice,['Přeštice']
Štěnovický Borek,['Plzeň']
Štěpkov,['Moravské Budějovice']
Štěpánkovice,['Kravaře']
Štěpánov,['Olomouc']
Štěpánov nad Svratkou,['Bystřice nad Pernštejnem']
Štěpánovice,"['České Budějovice', 'Tišnov']"
Štěpánský obvod,['Praha']
Štěrboholy,['Praha']
Štěrboholy-nákupní a výrobní zóna,['Praha']
Štěrboholy-obchodní centra,['Praha']
Štěrboholy-střed,['Praha']
Štěrboholy-u teplárny,['Praha']
Štětkovice,['Sedlčany']
Štětí,['Litoměřice']
Šubířov,['Konice']
Šumavské Hoštice,['Vimperk']
Šumice,"['Uherský Brod', 'Pohořelice']"
Šumná,['Znojmo']
Šumperk,['Šumperk']
Šumvald,['Uničov']
Šutka,['Praha']
Švihov,"['Klatovy', 'Rakovník']"
Švábenice,['Vyškov']
Švábky,['Praha']
Švábov,['Jihlava']
Šárecké údolí,['Praha']
Šárovcova Lhota,['Jičín']
Šípy,['Rakovník']
Šťáhlavy,['Plzeň']
Žabeň,['Frýdek-Místek']
Žabonosy,['Kolín']
Žabovřesky,"['České Budějovice', 'Praha']"
Žabovřesky nad Ohří,['Roudnice nad Labem']
Žabčice,['Židlochovice']
Žacléř,['Trutnov']
Žalany,['Teplice']
Žalhostice,['Litoměřice']
Žalkovice,['Kroměříž']
Žamberk,['Žamberk']
Žampach,['Žamberk']
Žandov,['Česká Lípa']
Žarošice,['Kyjov']
Žatec,"['Telč', 'Žatec']"
Žatčany,['Židlochovice']
Ždánice,"['Bystřice nad Pernštejnem', 'Kyjov', 'Kolín']"
Ždánov,['Domažlice']
Ždírec,"['Jihlava', 'Česká Lípa', 'Havlíčkův Brod', 'Blovice']"
Ždírec nad Doubravou,['Chotěboř']
Žebrák,['Hořovice']
Žehuň,['Kolín']
Žehušice,['Čáslav']
Želatovice,['Přerov']
Želechovice,['Uničov']
Želechovice nad Dřevnicí,['Zlín']
Želenice,"['Most', 'Slaný']"
Želetava,['Moravské Budějovice']
Želetice,"['Znojmo', 'Kyjov']"
Železnice,['Jičín']
Železná,['Beroun']
Železná Ruda,['Klatovy']
Železné,['Tišnov']
Železný Brod,['Železný Brod']
Želeč,"['Tábor', 'Prostějov']"
Želešice,['Šlapanice']
Želiv,['Humpolec']
Želivsko,['Svitavy']
Želkovice,['Louny']
Želnava,['Prachatice']
Želízy,['Mělník']
Ženklava,['Kopřivnice']
Žeranovice,['Holešov']
Žeravice,['Kyjov']
Žeraviny,['Veselí nad Moravou']
Žeretice,['Jičín']
Žermanice,['Frýdek-Místek']
Žernov,"['Turnov', 'Náchod']"
Žernovice,['Prachatice']
Žernovník,['Blansko']
Žerotice,['Znojmo']
Žerotín,"['Šternberk', 'Louny']"
Žerčice,['Mladá Boleslav']
Žerůtky,"['Boskovice', 'Znojmo']"
Žichlínek,['Lanškroun']
Žichovice,['Sušice']
Židlochovice,['Židlochovice']
Židněves,['Mladá Boleslav']
Židovice,"['Jičín', 'Roudnice nad Labem']"
Židovské pece,['Praha']
Žihle,['Kralovice']
Žihobce,['Sušice']
Žilina,['Kladno']
Žilov,['Nýřany']
Žim,['Teplice']
Žimutice,['Týn nad Vltavou']
Žinkovy,['Nepomuk']
Žirov,['Pelhřimov']
Žirovnice,['Pelhřimov']
Žitenice,['Litoměřice']
Žitovlice,['Nymburk']
Živanice,['Pardubice']
Životice,['Nepomuk']
Životice u Nového Jičína,['Nový Jičín']
Žiželice,"['Žatec', 'Kolín']"
Žižice,['Slaný']
Žižkov,['Praha']
Žižkovo Pole,['Havlíčkův Brod']
Žlebské Chvalovice,['Chrudim']
Žleby,['Čáslav']
Žlunice,['Jičín']
Žlutava,['Otrokovice']
Žlutice,['Karlovy Vary']
Žulová,['Jeseník']
Žumberk,['Chrudim']
Županovice,"['Dačice', 'Dobříš']"
Žádovice,['Kyjov']
Žákava,['Blovice']
Žákovice,['Přerov']
Žáky,['Čáslav']
Žár,['Trhové Sviny']
Žáravice,['Přelouč']
Žárovná,['Vimperk']
Žítková,['Uherský Brod']
Žíšov,['Soběslav']
Žďár,"['Blansko', 'Mnichovo Hradiště', 'Písek', 'Rakovník', 'Jindřichův Hradec']"
Žďár nad Metují,['Náchod']
Žďár nad Orlicí,['Kostelec nad Orlicí']
Žďár nad Sázavou,['Žďár nad Sázavou']
Žďárec,['Tišnov']
Žďárek,['Turnov']
Žďárky,['Náchod']
Žďárná,['Boskovice']
