municipality,district
Strážkovice,['České Budějovice']
Strážnice,['Veselí nad Moravou']
Strážná,['Lanškroun']
Strážné,['Vrchlabí']
Strážný,['Vimperk']
Strážov,['Klatovy']
Strážovice,['Kyjov']
Strýčice,['České Budějovice']
Studenec,"['Jilemnice', 'Náměšť nad Oslavou']"
Studená,"['Dačice', 'Kralovice']"
Studené,['Žamberk']
Studený,['Vlašim']
Studeněves,['Slaný']
Studnice,"['Náchod', 'Hlinsko', 'Třebíč', 'Vyškov']"
Studánka,['Tachov']
Studénka,['Bílovec']
Stupava,['Uherské Hradiště']
Stvolová,['Boskovice']
Stvolínky,['Česká Lípa']
Stádlec,['Tábor']
Stáj,['Jihlava']
Stálky,['Znojmo']
Stárkov,['Náchod']
Stéblová,['Pardubice']
Stínava,['Prostějov']
Stěbořice,['Opava']
Stěžery,['Hradec Králové']
Středokluky,['Černošice']
Střelice,"['Stod', 'Šlapanice', 'Znojmo']"
Střelná,['Vsetín']
Střelské Hoštice,['Strakonice']
Střemošice,['Chrudim']
Střemy,['Mělník']
Střevač,['Jičín']
Střezetice,['Hradec Králové']
Střezimíř,['Votice']
Střeň,['Litovel']
Stříbrnice,"['Přerov', 'Uherské Hradiště']"
Stříbrná,['Kraslice']
Stříbrná Skalice,['Říčany']
Stříbrné Hory,['Havlíčkův Brod']
Stříbro,['Stříbro']
Stříbřec,['Třeboň']
Střílky,['Kroměříž']
Střítež,"['Kaplice', 'Bystřice nad Pernštejnem', 'Jihlava', 'Pelhřimov', 'Třebíč', 'Třinec']"
Střítež nad Bečvou,['Valašské Meziříčí']
Střítež nad Ludinou,['Hranice']
Střítež pod Křemešníkem,['Pelhřimov']
Střížov,['České Budějovice']
Střížovice,"['Jindřichův Hradec', 'Blovice', 'Kroměříž']"
Suchdol,"['Kutná Hora', 'Konice']"
Suchdol nad Lužnicí,['Třeboň']
Suchdol nad Odrou,['Nový Jičín']
Suchodol,['Příbram']
Suchohrdly,['Znojmo']
Suchohrdly u Miroslavi,['Moravský Krumlov']
Suchomasty,['Beroun']
Suchonice,['Olomouc']
Suchov,['Veselí nad Moravou']
Suchovršice,['Trutnov']
Suchá,['Jihlava']
Suchá Lhota,['Litomyšl']
Suchá Loz,['Uherský Brod']
Suchý,['Boskovice']
Suchý Důl,['Náchod']
Sudice,"['Náměšť nad Oslavou', 'Boskovice', 'Kravaře']"
Sudislav nad Orlicí,['Ústí nad Orlicí']
Sudkov,['Šumperk']
Sudoměř,['Mladá Boleslav']
Sudoměřice,['Hodonín']
Sudoměřice u Bechyně,['Tábor']
Sudoměřice u Tábora,['Tábor']
Sudovo Hlavno,['Brandýs n. Lab.-St.Boleslav']
Sudslava,['Vysoké Mýto']
Sudějov,['Kutná Hora']
Sukorady,"['Mladá Boleslav', 'Hořice']"
Sulejovice,['Lovosice']
Sulice,['Říčany']
Sulimov,['Kroměříž']
Sulislav,['Stříbro']
Sulkovec,['Bystřice nad Pernštejnem']
Sulíkov,['Boskovice']
Supíkovice,['Jeseník']
Sušice,"['Sušice', 'Přerov', 'Uherské Hradiště']"
Svatava,['Sokolov']
Svatobořice-Mistřín,['Kyjov']
Svatojanský Újezd,['Jičín']
Svatoslav,"['Třebíč', 'Tišnov']"
Svatoňovice,['Vítkov']
Svatá,['Beroun']
Svatá Maří,['Vimperk']
Svaté Pole,['Dobříš']
Svatý Jan,['Sedlčany']
Svatý Jan nad Malší,['Trhové Sviny']
Svatý Jan pod Skalou,['Beroun']
Svatý Jiří,['Vysoké Mýto']
Svatý Mikuláš,['Kutná Hora']
Sviadnov,['Frýdek-Místek']
Svijanský Újezd,['Turnov']
Svijany,['Turnov']
Svinaře,['Beroun']
Svinařov,['Kladno']
Svinošice,['Blansko']
Sviny,"['Soběslav', 'Velké Meziříčí']"
Svinčany,['Přelouč']
Svitavy,['Svitavy']
Svitávka,['Boskovice']
Svoboda nad Úpou,['Trutnov']
Svobodné Heřmanice,['Bruntál']
Svojanov,['Polička']
Svojek,['Jilemnice']
Svojetice,['Říčany']
Svojetín,['Rakovník']
Svojkov,['Nový Bor']
Svojkovice,"['Rokycany', 'Telč']"
Svojšice,"['Kolín', 'Příbram', 'Přelouč']"
Svojšín,['Stříbro']
Svor,['Nový Bor']
Svrabov,['Tábor']
Svratka,['Žďár nad Sázavou']
Svratouch,['Hlinsko']
Svrkyně,['Černošice']
Svárov,"['Kladno', 'Uherské Hradiště']"
Svébohov,['Zábřeh']
Svémyslice,['Brandýs n. Lab.-St.Boleslav']
Svépravice,['Pelhřimov']
Svéradice,['Horažďovice']
Svésedlice,['Olomouc']
Svídnice,"['Kostelec nad Orlicí', 'Chrudim']"
Světce,['Jindřichův Hradec']
Světec,['Bílina']
Světice,['Říčany']
Světlá,['Boskovice']
Světlá Hora,['Bruntál']
Světlá nad Sázavou,['Světlá nad Sázavou']
Světlá pod Ještědem,['Liberec']
Světlík,['Český Krumlov']
Světnov,['Žďár nad Sázavou']
Světí,['Hradec Králové']
Sychrov,['Turnov']
Synalov,['Tišnov']
Synkov-Slemeno,['Rychnov nad Kněžnou']
Syrov,['Humpolec']
Syrovice,['Židlochovice']
Syrovátka,['Hradec Králové']
Syrovín,['Kyjov']
Sytno,['Stříbro']
Syřenov,['Semily']
Sádek,"['Příbram', 'Polička']"
Sány,['Poděbrady']
Sázava,"['Benešov', 'Lanškroun', 'Žďár nad Sázavou']"
Sázavka,['Světlá nad Sázavou']
Sýkořice,['Rakovník']
Tachlovice,['Černošice']
Tachov,"['Tachov', 'Česká Lípa']"
Tanvald,['Tanvald']
Tasov,"['Velké Meziříčí', 'Veselí nad Moravou']"
Tasovice,"['Boskovice', 'Znojmo']"
Tatce,['Kolín']
Tatenice,['Lanškroun']
Tatiná,['Nýřany']
Tatobity,['Turnov']
Tatrovice,['Sokolov']
Tavíkovice,['Moravský Krumlov']
Tašov,['Ústí nad Labem']
Tchořovice,['Blatná']
Tehov,"['Říčany', 'Vlašim']"
Tehovec,['Říčany']
Telecí,['Polička']
Telnice,"['Ústí nad Labem', 'Šlapanice']"
Telč,['Telč']
Temelín,['Týn nad Vltavou']
Temešvár,['Písek']
Teplice,['Teplice']
Teplice nad Bečvou,['Hranice']
Teplice nad Metují,['Broumov']
Teplička,['Karlovy Vary']
Teplá,['Mariánské Lázně']
Teplýšovice,['Benešov']
Terezín,"['Litoměřice', 'Hodonín']"
Terešov,['Rokycany']
Tetov,['Přelouč']
Tetín,"['Beroun', 'Hořice']"
Tetčice,['Rosice']
Tečovice,['Zlín']
Tichonice,['Vlašim']
Tichov,['Valašské Klobouky']
Tichá,['Frenštát pod Radhoštěm']
Tis,['Havlíčkův Brod']
Tis u Blatna,['Kralovice']
Tisem,['Benešov']
Tismice,['Český Brod']
Tisovec,['Hlinsko']
Tisová,"['Tachov', 'Vysoké Mýto']"
Tisá,['Ústí nad Labem']
Tišice,['Neratovice']
Tišnov,['Tišnov']
Tišnovská Nová Ves,['Tišnov']
Tištín,['Prostějov']
Tlumačov,"['Domažlice', 'Otrokovice']"
Tlustice,['Hořovice']
Tlučná,['Nýřany']
Tmaň,['Beroun']
Tochovice,['Příbram']
Tojice,['Nepomuk']
Tomice,['Vlašim']
Topolany,['Vyškov']
Topolná,['Uherské Hradiště']
Toušice,['Kolín']
Toužetín,['Louny']
Toužim,['Karlovy Vary']
Tovačov,['Přerov']
Tovéř,['Olomouc']
Točník,['Hořovice']
Traplice,['Uherské Hradiště']
Travčice,['Litoměřice']
Trboušany,['Ivančice']
Trhanov,['Domažlice']
Trhová Kamenice,['Hlinsko']
Trhové Dušníky,['Příbram']
Trhové Sviny,['Trhové Sviny']
Trhový Štěpánov,['Vlašim']
Trmice,['Ústí nad Labem']
Trnava,"['Třebíč', 'Vizovice']"
Trnov,['Dobruška']
Trnovany,['Litoměřice']
Trnová,"['Černošice', 'Nýřany']"
Trnové Pole,['Moravský Krumlov']
Trnávka,"['Přelouč', 'Kopřivnice']"
Trojanovice,['Frenštát pod Radhoštěm']
Trojovice,['Chrudim']
Trokavec,['Rokycany']
Troskotovice,['Pohořelice']
Troskovice,['Turnov']
Trotina,['Dvůr Králové nad Labem']
Troubelice,['Uničov']
Troubky,['Přerov']
Troubky-Zdislavice,['Kroměříž']
Troubsko,['Šlapanice']
Trpišovice,['Světlá nad Sázavou']
Trpík,['Lanškroun']
Trpín,['Polička']
Trpísty,['Stříbro']
Trstěnice,"['Mariánské Lázně', 'Litomyšl', 'Moravský Krumlov']"
Trubská,['Beroun']
Trubín,['Beroun']
Truskovice,['Vodňany']
Trusnov,['Holice']
Trutnov,['Trutnov']
Tršice,['Olomouc']
Tržek,['Litomyšl']
Tuchlovice,['Kladno']
Tuchoměřice,['Černošice']
Tuchoraz,['Český Brod']
Tuchořice,['Žatec']
Tuhaň,"['Mělník', 'Česká Lípa']"
Tuklaty,['Český Brod']
Tulešice,['Moravský Krumlov']
Tuněchody,['Chrudim']
Tupadly,"['Čáslav', 'Mělník']"
Tupesy,['Uherské Hradiště']
Turkovice,['Přelouč']
Turnov,['Turnov']
Turovec,['Tábor']
Turovice,['Přerov']
Tursko,['Černošice']
Tutleky,['Kostelec nad Orlicí']
Tučapy,"['Soběslav', 'Vyškov', 'Uherské Hradiště']"
Tučín,['Přerov']
Tuř,['Jičín']
Tuřany,"['Slaný', 'Cheb']"
Tuřice,['Mladá Boleslav']
Tušovice,['Příbram']
Tužice,['Horažďovice']
Tvarožná,['Šlapanice']
Tvarožná Lhota,['Veselí nad Moravou']
Tvorovice,['Prostějov']
Tvořihráz,['Znojmo']
Tvrdkov,['Rýmařov']
Tvrdonice,['Břeclav']
Tvrzice,['Prachatice']
Tymákov,['Plzeň']
Tábor,['Tábor']
Tálín,['Písek']
Tísek,['Bílovec']
Týn nad Bečvou,['Lipník nad Bečvou']
Týn nad Vltavou,['Týn nad Vltavou']
Týnec,"['Klatovy', 'Břeclav']"
Týnec nad Labem,['Kolín']
Týnec nad Sázavou,['Benešov']
Týniště,['Přeštice']
Týniště nad Orlicí,['Kostelec nad Orlicí']
Týnišťko,['Vysoké Mýto']
Týček,['Rokycany']
Těchařovice,['Příbram']
Těchlovice,"['Děčín', 'Hradec Králové']"
Těchobuz,['Pacov']
Těchonín,['Žamberk']
Těmice,"['Pelhřimov', 'Kyjov']"
Těně,['Rokycany']
Těrlicko,['Havířov']
Těšany,['Židlochovice']
Těšetice,"['Znojmo', 'Olomouc']"
Těškov,['Rokycany']
Těškovice,['Opava']
Těšovice,"['Prachatice', 'Sokolov']"
Třanovice,['Frýdek-Místek']
Třebařov,['Moravská Třebová']
Třebechovice pod Orebem,['Hradec Králové']
Třebelovice,['Moravské Budějovice']
Třebenice,"['Lovosice', 'Třebíč']"
Třebestovice,['Nymburk']
Třebeň,['Cheb']
Třebešice,"['Benešov', 'Čáslav']"
Třebešov,['Rychnov nad Kněžnou']
Třebichovice,['Kladno']
Třebihošť,['Dvůr Králové nad Labem']
Třebnouševes,['Hořice']
Třeboc,['Rakovník']
Třebohostice,['Strakonice']
Třebom,['Kravaře']
Třebonín,['Čáslav']
Třebosice,['Pardubice']
Třebotov,['Černošice']
Třebovice,['Česká Třebová']
Třebovle,['Kolín']
Třeboň,['Třeboň']
Třebsko,['Příbram']
Třebusice,['Kladno']
Třebušín,['Litoměřice']
Třebívlice,['Lovosice']
Třebíz,['Slaný']
Třebíč,['Třebíč']
Třebčice,['Nepomuk']
Třebějice,['Soběslav']
Třebětice,"['Dačice', 'Holešov']"
Třebětín,['Kutná Hora']
Třemešná,['Krnov']
Třemešné,['Tachov']
Třemošnice,['Chrudim']
Třemošná,['Nýřany']
Třesov,['Náměšť nad Oslavou']
Třesovice,['Hradec Králové']
Třešovice,['Strakonice']
Třeštice,['Jihlava']
Třeština,['Mohelnice']
Třešť,['Jihlava']
Tři Dvory,['Kolín']
Tři Sekery,['Mariánské Lázně']
Tři Studně,['Nové Město na Moravě']
Třibřichy,['Chrudim']
Třinec,['Třinec']
Třtice,['Rakovník']
Třtěnice,['Jičín']
Ublo,['Vizovice']
Ubušínek,['Bystřice nad Pernštejnem']
Uhelná,['Jeseník']
Uhelná Příbram,['Chotěboř']
Uhersko,['Holice']
Uherské Hradiště,['Uherské Hradiště']
Uherský Brod,['Uherský Brod']
Uherský Ostroh,['Uherské Hradiště']
Uherčice,"['Hustopeče', 'Znojmo']"
Uhlířov,['Opava']
Uhlířská Lhota,['Kolín']
Uhlířské Janovice,['Kutná Hora']
Uhy,['Slaný']
Uhřice,"['Boskovice', 'Bučovice', 'Kyjov', 'Kroměříž']"
Uhřičice,['Přerov']
Uhřínov,['Velké Meziříčí']
Ujkovice,['Mladá Boleslav']
Ujčov,['Bystřice nad Pernštejnem']
Unhošť,['Kladno']
Uničov,['Uničov']
Unkovice,['Židlochovice']
Unín,['Tišnov']
Unčín,['Bystřice nad Pernštejnem']
Urbanice,"['Hradec Králové', 'Přelouč']"
Urbanov,['Telč']
Určice,['Prostějov']
Uzenice,['Blatná']
Uzeničky,['Blatná']
Vacenovice,['Kyjov']
Vacov,['Vimperk']
Vacovice,['Strakonice']
Val,"['Soběslav', 'Dobruška']"
Valašská Bystřice,['Rožnov pod Radhoštěm']
Valašská Polanka,['Vsetín']
Valašská Senice,['Vsetín']
Valašské Klobouky,['Valašské Klobouky']
Valašské Meziříčí,['Valašské Meziříčí']
Valašské Příkazy,['Valašské Klobouky']
Valchov,['Boskovice']
Valdice,['Jičín']
Valdíkov,['Třebíč']
Valeč,"['Karlovy Vary', 'Třebíč']"
Valkeřice,['Děčín']
Valtice,['Břeclav']
Valtrovice,['Znojmo']
Valy,"['Mariánské Lázně', 'Přelouč']"
Valšov,['Bruntál']
Vamberk,['Rychnov nad Kněžnou']
Vanov,['Telč']
Vanovice,['Boskovice']
Vanůvek,['Telč']
Varnsdorf,['Varnsdorf']
Varvažov,['Písek']
Vatín,['Žďár nad Sázavou']
Vavřinec,"['Kutná Hora', 'Blansko']"
Vchynice,['Lovosice']
Vedrovice,['Moravský Krumlov']
Vejprnice,['Nýřany']
Vejprty,['Kadaň']
Vejvanov,['Rokycany']
Vejvanovice,['Chrudim']
Velatice,['Šlapanice']
Velehrad,['Uherské Hradiště']
Velemyšleves,['Žatec']
Velemín,['Lovosice']
Velenice,"['Poděbrady', 'Česká Lípa']"
Velenka,['Nymburk']
Velenov,['Boskovice']
Veletiny,['Uherský Brod']
Veletov,['Kolín']
Velečín,['Kralovice']
Veleň,['Brandýs n. Lab.-St.Boleslav']
Velešovice,['Slavkov u Brna']
Velešín,['Kaplice']
Velhartice,['Sušice']
Velichov,['Ostrov']
Velichovky,['Jaroměř']
Veliká Ves,"['Brandýs n. Lab.-St.Boleslav', 'Kadaň']"
Velim,['Kolín']
Veliny,['Holice']
Veliš,"['Vlašim', 'Jičín']"
Velká Bukovina,['Děčín']
Velká Buková,['Rakovník']
Velká Bystřice,['Olomouc']
Velká Bíteš,['Velké Meziříčí']
Velká Chmelištná,['Rakovník']
Velká Chyška,['Pacov']
Velká Dobrá,['Kladno']
Velká Hleďsebe,['Mariánské Lázně']
Velká Jesenice,['Náchod']
Velká Kraš,['Jeseník']
Velká Lečice,['Dobříš']
Velká Lhota,['Valašské Meziříčí']
Velká Losenice,['Žďár nad Sázavou']
Velká Polom,['Ostrava']
Velká Skrovnice,['Ústí nad Orlicí']
Velká Turná,['Strakonice']
Velká nad Veličkou,['Veselí nad Moravou']
Velká Štáhle,['Rýmařov']
Velké Albrechtice,['Bílovec']
Velké Bílovice,['Břeclav']
Velké Březno,['Ústí nad Labem']
Velké Chvojno,['Ústí nad Labem']
Velké Hamry,['Tanvald']
Velké Heraltice,['Opava']
Velké Hostěrádky,['Hustopeče']
Velké Hoštice,['Opava']
Velké Hydčice,['Horažďovice']
Velké Janovice,['Bystřice nad Pernštejnem']
Velké Karlovice,['Vsetín']
Velké Kunětice,['Jeseník']
Velké Losiny,['Šumperk']
Velké Meziříčí,['Velké Meziříčí']
Velké Němčice,['Hustopeče']
Velké Opatovice,['Boskovice']
Velké Pavlovice,['Hustopeče']
Velké Petrovice,['Náchod']
Velké Popovice,['Říčany']
Velké Poříčí,['Náchod']
Velké Přílepy,['Černošice']
Velké Přítočno,['Kladno']
Velké Svatoňovice,['Trutnov']
Velké Tresné,['Bystřice nad Pernštejnem']
Velké Všelisy,['Mladá Boleslav']
Velké Žernoseky,['Litoměřice']
Velký Beranov,['Jihlava']
Velký Bor,['Horažďovice']
Velký Borek,['Mělník']
Velký Chlumec,['Hořovice']
Velký Karlov,['Znojmo']
Velký Luh,['Cheb']
Velký Malahov,['Horšovský Týn']
Velký Osek,['Kolín']
Velký Ořechov,['Zlín']
Velký Ratmírov,['Jindřichův Hradec']
Velký Rybník,['Pelhřimov']
Velký Týnec,['Olomouc']
Velký Třebešov,['Jaroměř']
Velký Valtinov,['Česká Lípa']
Velký Vřešťov,['Dvůr Králové nad Labem']
Velký Újezd,['Olomouc']
Velký Šenov,['Rumburk']
Veltruby,['Kolín']
Veltrusy,['Kralupy nad Vltavou']
Veltěže,['Louny']
Velvary,['Slaný']
Vendolí,['Svitavy']
Vendryně,['Třinec']
Vepřová,['Žďár nad Sázavou']
Vepříkov,['Chotěboř']
Verměřovice,['Žamberk']
Verneřice,['Děčín']
Vernéřovice,['Broumov']
Vernířovice,['Šumperk']
Verušičky,['Karlovy Vary']
Ves Touškov,['Stod']
Vesce,['Soběslav']
Veselice,['Mladá Boleslav']
Veselá,"['Rokycany', 'Semily', 'Pelhřimov', 'Vizovice']"
Veselé,['Děčín']
Veselí,['Přelouč']
Veselí nad Lužnicí,['Soběslav']
Veselí nad Moravou,['Veselí nad Moravou']
Veselíčko,"['Milevsko', 'Lipník nad Bečvou']"
Veselý Žďár,['Havlíčkův Brod']
Vestec,"['Černošice', 'Nymburk', 'Náchod']"
Veverská Bítýška,['Kuřim']
Veverské Knínice,['Rosice']
Vevčice,['Znojmo']
Veřovice,['Frenštát pod Radhoštěm']
Vidice,"['Kutná Hora', 'Horšovský Týn']"
Vidim,['Mělník']
Vidlatá Seč,['Litomyšl']
Vidnava,['Jeseník']
Vidochov,['Nová Paka']
Vidonín,['Velké Meziříčí']
Vidov,['České Budějovice']
Vidče,['Rožnov pod Radhoštěm']
Vigantice,['Rožnov pod Radhoštěm']
Vikantice,['Šumperk']
Vikýřovice,['Šumperk']
Vilantice,['Dvůr Králové nad Labem']
Vilice,['Tábor']
Vilémov,"['Kadaň', 'Rumburk', 'Chotěboř', 'Litovel']"
Vilémovice,"['Světlá nad Sázavou', 'Blansko']"
Vimperk,['Vimperk']
Vinary,"['Nový Bydžov', 'Vysoké Mýto']"
Vinaře,['Čáslav']
Vinařice,"['Beroun', 'Kladno', 'Mladá Boleslav', 'Louny']"
Vincencov,['Prostějov']
Vinec,['Mladá Boleslav']
Viničné Šumice,['Šlapanice']
Vintířov,['Sokolov']
Vitice,['Český Brod']
Vitiněves,['Jičín']
Vitín,['České Budějovice']
Vitčice,['Prostějov']
Vitějovice,['Prachatice']
Vizovice,['Vizovice']
Višňová,"['Příbram', 'Jindřichův Hradec', 'Frýdlant']"
Višňové,['Znojmo']
Vižina,['Hořovice']
Vlachova Lhota,['Valašské Klobouky']
Vlachovice,"['Nové Město na Moravě', 'Valašské Klobouky']"
Vlachovo Březí,['Prachatice']
Vladislav,['Třebíč']
Vlasatice,['Pohořelice']
Vlastec,['Písek']
Vlastiboř,"['Soběslav', 'Železný Brod']"
Vlastibořice,['Turnov']
Vlastislav,['Lovosice']
Vlastějovice,['Kutná Hora']
Vlačice,['Čáslav']
Vlašim,['Vlašim']
Vlkaneč,['Čáslav']
Vlkanov,"['Domažlice', 'Světlá nad Sázavou']"
Vlkančice,['Říčany']
Vlkava,['Mladá Boleslav']
Vlkov,"['České Budějovice', 'Soběslav', 'Jaroměř', 'Velké Meziříčí']"
Vlkov pod Oškobrhem,['Poděbrady']
Vlkovice,['Mariánské Lázně']
Vlkoš,"['Kyjov', 'Přerov']"
Vlksice,['Milevsko']
Vlčatín,['Třebíč']
Vlčetínec,['Jindřichův Hradec']
Vlčeves,['Tábor']
Vlčice,"['Trutnov', 'Jeseník']"
Vlčkov,['Litomyšl']
Vlčkovice v Podkrkonoší,['Dvůr Králové nad Labem']
Vlčková,['Zlín']
Vlčnov,['Uherský Brod']
Vlčtejn,['Blovice']
Vlčí,['Přeštice']
Vlčí Habřina,['Pardubice']
Vnorovy,['Veselí nad Moravou']
Vochov,['Nýřany']
Vodice,['Tábor']
Vodochody,['Brandýs n. Lab.-St.Boleslav']
Vodranty,['Čáslav']
Vodslivy,['Benešov']
Voděrady,"['Rychnov nad Kněžnou', 'Ústí nad Orlicí', 'Boskovice']"
Vodňany,['Vodňany']
Vohančice,['Tišnov']
Vojkov,['Votice']
Vojkovice,"['Kralupy nad Vltavou', 'Ostrov', 'Židlochovice', 'Frýdek-Místek']"
Vojníkov,['Písek']
Vojnův Městec,['Žďár nad Sázavou']
Vojslavice,['Humpolec']
Vojtanov,['Cheb']
Vojtěchov,['Hlinsko']
Vokov,['Pelhřimov']
Volanice,['Jičín']
Volary,['Prachatice']
Volduchy,['Rokycany']
Volenice,"['Příbram', 'Strakonice']"
Volevčice,"['Most', 'Telč']"
Voleč,['Pardubice']
Volfartice,['Česká Lípa']
Volfířov,['Dačice']
Volyně,['Strakonice']
Volárna,['Kolín']
Vonoklasy,['Černošice']
Vortová,['Hlinsko']
Votice,['Votice']
Voznice,['Dobříš']
Vraclav,['Vysoké Mýto']
Vracov,['Kyjov']
Vracovice,"['Vlašim', 'Znojmo']"
Vranov,"['Benešov', 'Stříbro', 'Šlapanice']"
Vranov nad Dyjí,['Znojmo']
Vranovice,"['Příbram', 'Pohořelice']"
Vranovice-Kelčice,['Prostějov']
Vranovská Ves,['Znojmo']
Vranová,['Boskovice']
Vranová Lhota,['Moravská Třebová']
Vrané nad Vltavou,['Černošice']
Vraný,['Slaný']
Vrančice,['Příbram']
Vratimov,['Ostrava']
Vratislávka,['Tišnov']
Vratěnín,['Znojmo']
Vračovice-Orlov,['Vysoké Mýto']
Vraňany,['Mělník']
Vražkov,['Roudnice nad Labem']
Vražné,['Odry']
Vrbatův Kostelec,['Chrudim']
Vrbice,"['Poděbrady', 'Vimperk', 'Karlovy Vary', 'Roudnice nad Labem', 'Jičín', 'Kostelec nad Orlicí', 'Hustopeče']"
Vrbičany,"['Slaný', 'Lovosice']"
Vrbka,['Kroměříž']
Vrbno nad Lesy,['Louny']
Vrbno pod Pradědem,['Bruntál']
Vrbovec,['Znojmo']
Vrbová Lhota,['Poděbrady']
Vrbátky,['Prostějov']
Vrbčany,['Kolín']
Vrchlabí,['Vrchlabí']
Vrchoslavice,['Prostějov']
Vrchotovy Janovice,['Votice']
Vrchovany,['Česká Lípa']
Vrchovnice,['Hradec Králové']
Vrchy,['Odry']
Vrcovice,['Písek']
Vrdy,['Čáslav']
Vrhaveč,['Klatovy']
Vroutek,['Podbořany']
Vrskmaň,['Chomutov']
Vrutice,['Litoměřice']
Vrábče,['České Budějovice']
Vrátkov,['Český Brod']
Vrátno,['Mladá Boleslav']
Vráto,['České Budějovice']
Vráž,"['Beroun', 'Písek']"
Vrážné,['Moravská Třebová']
Vrčeň,['Nepomuk']
Vršce,['Jičín']
Vršovice,"['Louny', 'Opava']"
Vršovka,['Nové Město nad Metují']
Vsetín,['Vsetín']
Vstiš,['Stod']
Vydří,['Jindřichův Hradec']
Vyklantice,['Pacov']
Vykáň,['Lysá nad Labem']
Vyskeř,['Turnov']
Vyskytná,['Pelhřimov']
Vyskytná nad Jihlavou,['Jihlava']
Vysokov,['Náchod']
Vysoká,"['Mělník', 'Moravská Třebová', 'Havlíčkův Brod', 'Krnov']"
Vysoká Lhota,['Pacov']
Vysoká Libyně,['Kralovice']
Vysoká Pec,"['Karlovy Vary', 'Chomutov']"
Vysoká Srbská,['Náchod']
Vysoká nad Labem,['Hradec Králové']
Vysoká u Příbramě,['Příbram']
Vysoké,['Žďár nad Sázavou']
Vysoké Chvojno,['Holice']
Vysoké Mýto,['Vysoké Mýto']
Vysoké Pole,['Valašské Klobouky']
Vysoké Popovice,['Rosice']
Vysoké Studnice,['Jihlava']
Vysoké Veselí,['Jičín']
Vysoké nad Jizerou,['Semily']
Vysoký Chlumec,['Sedlčany']
Vysoký Újezd,"['Benešov', 'Beroun', 'Hradec Králové']"
Vysočany,"['Blansko', 'Znojmo']"
Vysočina,['Hlinsko']
Vystrkov,['Humpolec']
Vystrčenovice,['Telč']
Vyšehněvice,['Přelouč']
Vyšehořovice,['Brandýs n. Lab.-St.Boleslav']
Vyšehoří,['Zábřeh']
Vyškov,['Vyškov']
Vyškovec,['Uherský Brod']
Vyšní Lhoty,['Frýdek-Místek']
Vyšší Brod,['Český Krumlov']
Vyžice,['Chrudim']
Vyžlovka,['Říčany']
Václavice,['Benešov']
Václavov u Bruntálu,['Bruntál']
Václavovice,['Ostrava']
Václavy,['Rakovník']
Vápenice,['Uherský Brod']
Vápenná,['Jeseník']
Vápenný Podol,['Chrudim']
Vápno,['Přelouč']
Vápovice,['Telč']
Vážany,"['Boskovice', 'Vyškov', 'Uherské Hradiště']"
Vážany nad Litavou,['Slavkov u Brna']
Vémyslice,['Moravský Krumlov']
Vícemil,['Jindřichův Hradec']
Víceměřice,['Prostějov']
Vícenice,['Moravské Budějovice']
Vícenice u Náměště nad Oslavou,['Náměšť nad Oslavou']
Víchová nad Jizerou,['Jilemnice']
Vícov,['Prostějov']
Vídeň,['Velké Meziříčí']
Vílanec,['Jihlava']
Vír,['Bystřice nad Pernštejnem']
Víska,['Chotěboř']
Víska u Jevíčka,['Moravská Třebová']
Vísky,"['Rokycany', 'Boskovice']"
Vítanov,['Hlinsko']
Vítkov,['Vítkov']
Vítkovice,['Jilemnice']
Vítonice,"['Znojmo', 'Bystřice pod Hostýnem']"
Vítějeves,['Svitavy']
Vítězná,['Dvůr Králové nad Labem']
Výkleky,['Přerov']
Výprachtice,['Lanškroun']
Výrava,['Hradec Králové']
Výrov,['Kralovice']
Výrovice,['Znojmo']
Výsluní,['Chomutov']
Výčapy,['Třebíč']
Výškov,['Louny']
Výšovice,['Prostějov']
Výžerky,['Říčany']
Včelnička,['Pelhřimov']
Včelná,['České Budějovice']
Včelákov,['Hlinsko']
Věchnov,['Bystřice nad Pernštejnem']
Věcov,['Nové Město na Moravě']
Vědomice,['Roudnice nad Labem']
Vělopolí,['Třinec']
Věrovany,['Olomouc']
Věstín,['Bystřice nad Pernštejnem']
Věteřov,['Kyjov']
Větrný Jeníkov,['Jihlava']
Větrušice,['Brandýs n. Lab.-St.Boleslav']
Větřkovice,['Vítkov']
Větřní,['Český Krumlov']
Věšín,['Příbram']
Věž,['Havlíčkův Brod']
Věžky,"['Přerov', 'Kroměříž']"
Věžnice,"['Havlíčkův Brod', 'Jihlava']"
Věžnička,['Jihlava']
Věžná,"['Bystřice nad Pernštejnem', 'Pacov']"
Věžovatá Pláně,['Český Krumlov']
Vřesina,"['Hlučín', 'Ostrava']"
Vřeskovice,['Klatovy']
Vřesník,['Hořice']
Vřesovice,"['Kyjov', 'Prostějov']"
Vřesová,['Sokolov']
Všechlapy,"['Nymburk', 'Vlašim']"
Všechovice,"['Tišnov', 'Hranice']"
Všehrdy,"['Kralovice', 'Chomutov']"
Všejany,['Mladá Boleslav']
Všekary,['Stod']
Všelibice,['Liberec']
Všemina,['Vizovice']
Všemyslice,['Týn nad Vltavou']
Všenice,['Rokycany']
Všenory,['Černošice']
Všepadly,['Domažlice']
Všeradice,['Beroun']
Všeradov,['Hlinsko']
Všeruby,"['Domažlice', 'Nýřany']"
Všestary,"['Říčany', 'Hradec Králové']"
Všestudy,"['Kralupy nad Vltavou', 'Chomutov']"
